ModelID,Drug_CTD_Broad,Drug_Repurposing_Broad,Drug_GDSC_Sanger,Drug_OncRef_Broad,RNAi_Achilles_Broad,RNAi_Marcotte,RNAi_Drive_Novartis,Proteomics_Olink,Proteomics_RPPA_CCLE,Proteomics_MS_CCLE,Sequencing_RNA_Broad,Sequencing_WGS_Broad,CRISPR_Score_Sanger,CRISPR_Achilles_Broad,Methylation_Sanger,Methylation_CCLE,Uncategorized_miRNA_CCLE,Sequencing_ATACSeq_Broad,Proteomics_MS_Sanger,CRISPR_ParalogsScreens,Sequencing_WES_Broad,Sequencing_WES_Sanger,Sequencing_Long_Reads
ACH-002157,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000522,False,False,True,False,True,False,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-001716,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
ACH-000554,False,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False
ACH-002133,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002206,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000100,False,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False
ACH-001453,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False
ACH-000448,False,False,True,False,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,False,False,False,False
ACH-002161,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002155,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001417,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000828,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-002291,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False
ACH-002310,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002199,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002131,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002126,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002246,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000354,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False
ACH-002132,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002234,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-000825,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-002185,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-002158,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-001350,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
ACH-002312,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000009,False,False,True,False,True,False,False,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False
ACH-002104,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-000451,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000254,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000621,False,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,True
ACH-001081,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002166,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001199,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002151,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002090,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002195,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002244,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002296,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
ACH-002243,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002183,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002129,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002184,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002294,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002198,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002263,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-000327,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False
ACH-002268,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002107,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001125,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002229,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-001385,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True
ACH-000298,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,False
ACH-002142,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002261,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False
ACH-002135,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
ACH-001208,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000951,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-002160,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-001118,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000055,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,False
ACH-002224,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002200,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001023,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
ACH-002285,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002283,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False
ACH-002280,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-001355,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002144,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001606,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True
ACH-000894,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False
ACH-000789,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-001107,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002284,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-000392,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False
ACH-000574,False,False,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False
ACH-002235,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002278,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002116,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002109,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002114,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002091,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002225,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002237,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002117,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002264,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002106,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002111,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002217,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
ACH-002257,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002227,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002282,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002265,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-000577,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False
ACH-002127,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000109,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-002309,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002105,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002279,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001603,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False
ACH-002165,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002205,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002179,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002164,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001605,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False
ACH-000121,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-002178,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000238,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False
ACH-000857,False,False,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False
ACH-002212,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002149,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002108,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000585,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False
ACH-002274,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000871,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-002281,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001137,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002266,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002213,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-002259,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001704,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
ACH-002103,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001359,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000556,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
ACH-000115,False,False,True,False,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,True
ACH-001189,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002120,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000718,False,False,True,False,True,False,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000282,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False
ACH-000478,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-002207,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000818,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,False
ACH-002300,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002275,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001127,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002209,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002216,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002219,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-002097,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002230,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002110,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002112,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002113,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002115,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002118,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002238,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002139,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002241,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000861,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,True,False,True,False,False,False,False
ACH-002248,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002143,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002145,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000106,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-002150,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002152,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002153,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002154,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002271,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000162,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-002172,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-001599,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000491,False,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False
ACH-002290,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
ACH-002180,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002299,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002302,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000363,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000722,False,False,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False
ACH-002201,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-002311,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000772,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-002098,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-002163,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002288,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001680,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
ACH-001362,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
ACH-002174,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000581,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False
ACH-000874,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000303,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,False
ACH-000817,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False
ACH-001738,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000568,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,False
ACH-002286,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-000960,False,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False
ACH-001136,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-001709,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False
ACH-002262,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002210,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
ACH-002222,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002242,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002269,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-000267,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000770,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000045,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,False
ACH-000754,False,False,True,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False
ACH-002273,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000024,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False
ACH-002317,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000386,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-001065,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-000245,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-002247,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002256,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000112,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-002270,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-001039,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-001151,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False
ACH-001131,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
ACH-000136,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000864,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,True,True,False,True,False,False,False,False
ACH-000304,False,False,True,False,True,False,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-002314,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001182,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
ACH-000953,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-002214,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False
ACH-002218,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-000263,False,False,True,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,True,False,False,False,False
ACH-001064,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000081,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-002173,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-002171,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001126,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-000654,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False
ACH-002252,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002196,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002096,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000767,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000786,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False
ACH-002232,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002272,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001138,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002159,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-002121,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002220,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002236,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000442,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False
ACH-001591,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ACH-001364,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000465,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-002267,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000104,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,False
ACH-000157,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False
ACH-001338,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False
ACH-002258,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002221,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000980,False,False,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False
ACH-002211,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000876,False,False,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,False,True,False,False,False,False
ACH-000536,False,False,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False
ACH-000148,False,False,True,False,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,True
ACH-002147,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-001086,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
ACH-002297,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-002298,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ACH-000806,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
