ModelID,Drug_CTD_Broad,Drug_Repurposing_Broad,Drug_GDSC_Sanger,Drug_OncRef_Broad,RNAi_Achilles_Broad,RNAi_Marcotte,RNAi_Drive_Novartis,Proteomics_Olink,Proteomics_RPPA_CCLE,Proteomics_MS_CCLE,Sequencing_RNA_Broad,Sequencing_WGS_Broad,CRISPR_Score_Sanger,CRISPR_Achilles_Broad,Methylation_Sanger,Methylation_CCLE,Uncategorized_miRNA_CCLE,Sequencing_ATACSeq_Broad,Proteomics_MS_Sanger,CRISPR_ParalogsScreens,Sequencing_WES_Broad,Sequencing_WES_Sanger,Sequencing_Long_Reads
ACH-001021,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ACH-000440,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,True,True,False
ACH-000458,True,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,True,True,False
ACH-000641,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True,True,False,False,False,True,True,False
ACH-000256,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000278,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000123,True,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,True
ACH-001048,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False
ACH-000608,True,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False
ACH-000334,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000233,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,False
ACH-001063,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False
ACH-000877,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,True,False
ACH-000560,True,True,True,True,True,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,True,True,False
ACH-000225,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,True,True,False
ACH-000038,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False
ACH-000821,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,False,True,True,False
ACH-000706,True,True,True,True,True,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,True,True,False
ACH-000978,True,True,True,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000499,True,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False
ACH-000279,True,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False
ACH-001067,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True
ACH-000633,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000098,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000047,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False
ACH-000835,True,True,True,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000746,True,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False
ACH-000485,True,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False
ACH-000389,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000843,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000374,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
ACH-000111,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True
ACH-000699,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
ACH-000277,True,True,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True
ACH-000352,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True
ACH-000349,True,False,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,False
ACH-000930,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,False
ACH-000196,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,True,True,False,True,False,True,True,False
ACH-000624,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True
ACH-001079,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
ACH-000223,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True
ACH-000859,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000725,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,True
ACH-000691,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False
ACH-000755,True,False,True,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000150,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False
ACH-000276,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False
ACH-000066,True,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False
ACH-000668,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False
ACH-000004,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,False,True,False,True,True,False
ACH-000061,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,True,False,True,True,False
ACH-001089,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
ACH-000393,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False
ACH-000931,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,True,False
ACH-000642,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
ACH-001090,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
ACH-000613,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,False
ACH-000270,True,True,True,True,True,False,False,False,True,False,True,True,False,False,True,True,True,True,True,False,True,True,False
ACH-001091,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-000914,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000986,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000538,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False
ACH-000966,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000919,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False
ACH-000396,True,True,True,True,False,False,False,False,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000151,True,True,True,True,False,False,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False
ACH-000995,True,True,True,True,False,False,False,True,True,True,True,False,False,True,False,True,True,False,True,False,True,True,False
ACH-000404,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,False,False,True,True,False
ACH-000259,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,False
ACH-000293,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False
ACH-000969,True,False,True,False,True,False,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True
ACH-000498,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,True,True,False
ACH-000074,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000524,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
ACH-000255,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,False,False,True,True,False
ACH-000215,True,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False
ACH-000760,True,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
ACH-000252,True,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False
ACH-000501,True,False,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,True,False,False,False,False
ACH-000985,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000007,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000444,True,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000152,True,True,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False
ACH-000583,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,False
ACH-000796,True,True,False,True,False,False,False,False,True,False,True,False,True,True,False,True,True,True,False,False,True,True,False
ACH-000019,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False
ACH-000935,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False
ACH-001121,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
ACH-000077,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,True,True,True
ACH-000351,True,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False
ACH-000678,True,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False
ACH-000758,True,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,True,True,False
ACH-000944,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,False,True,True,False
ACH-000076,True,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,True,True,False
ACH-000116,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000704,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-001144,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-000544,True,True,True,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000383,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
ACH-000494,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ACH-000091,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False
ACH-000688,True,True,True,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000527,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True
ACH-000947,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True
ACH-000443,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,True,True,False
ACH-000646,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False
ACH-000409,True,False,False,False,True,False,True,False,True,True,True,True,False,False,False,True,True,True,False,False,True,True,False
ACH-000663,True,True,True,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,False
ACH-001162,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
ACH-000519,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False
ACH-001171,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-000320,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True
ACH-000189,True,True,True,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000169,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False
ACH-000505,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False
ACH-000943,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True
ACH-000371,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000242,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False
ACH-000064,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
ACH-000782,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False
ACH-000609,True,True,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000655,True,False,True,False,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000273,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000490,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
ACH-000099,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-001198,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ACH-000504,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000567,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False
ACH-000489,True,True,True,True,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,True
ACH-000236,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000470,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000820,True,False,False,False,True,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False
ACH-000958,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True
ACH-000163,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000421,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000680,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000018,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False
ACH-000381,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False
ACH-000571,True,True,True,True,True,False,False,False,True,False,True,False,True,True,True,False,True,True,True,False,False,False,False
ACH-000720,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000175,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
ACH-000397,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000949,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000459,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True
ACH-000317,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False
ACH-000495,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000626,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000036,True,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
ACH-000262,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
ACH-000661,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000827,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000899,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000765,True,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000332,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,True
ACH-000570,True,True,True,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-001274,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False
ACH-002808,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ACH-002815,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ACH-002821,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
ACH-002824,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
ACH-002890,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ACH-002851,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ACH-002812,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ACH-002891,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ACH-002828,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
ACH-003326,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ACH-002819,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ACH-002893,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ACH-003329,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False
ACH-003218,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ACH-001275,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
ACH-000001,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False
ACH-000002,False,True,True,True,True,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000005,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False
ACH-000006,False,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000012,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True
ACH-000013,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000014,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000015,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,False,True,True,True,False,False,False,False
ACH-000021,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False
ACH-000022,False,True,False,True,False,False,False,True,True,False,True,True,False,True,False,True,True,True,False,False,False,False,True
ACH-000023,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True
ACH-000025,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
ACH-000026,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
ACH-000027,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False
ACH-000030,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False
ACH-000035,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000037,False,True,False,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,False,True,False,False,False
ACH-000039,False,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False
ACH-000040,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,False,False,True
ACH-000041,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000042,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000048,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True
ACH-000051,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False
ACH-000052,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000053,False,True,True,True,False,False,False,False,True,True,True,True,False,True,True,False,True,False,True,False,False,False,False
ACH-000054,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000056,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000059,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,False
ACH-000060,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000062,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False
ACH-000065,False,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000067,False,True,True,True,True,False,False,False,True,False,True,False,True,True,False,True,True,False,True,False,False,False,False
ACH-000069,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False
ACH-000072,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000073,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000075,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
ACH-000078,False,True,True,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000082,False,True,True,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,False,False,False,False
ACH-000085,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True
ACH-000086,False,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000087,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000090,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000092,False,True,True,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000093,False,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True
ACH-000094,False,True,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False
ACH-000096,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False
