compound_name,replicate,dose,masked,index
GDSC1:1009,1,0.3125,F,10
GDSC1:1009,1,0.15625,F,10
GDSC1:1009,1,0.078125,F,10
GDSC1:1009,1,0.0390625,F,10
GDSC1:1032,1,0.5,F,13
GDSC1:1032,1,0.25,F,13
GDSC1:1032,1,0.125,F,13
GDSC1:1032,1,0.0625,F,13
GDSC1:1032,1,0.03125,F,13
GDSC1:1032,1,0.015625,F,13
GDSC1:1032,1,0.0078125,F,13
GDSC1:1032,1,0.00390625,F,13
GDSC1:1032,1,0.001953125,F,13
GDSC1:1008,1,0.2,F,13
GDSC1:1008,1,0.1,F,13
GDSC1:1008,1,0.05,F,13
GDSC1:1008,1,0.025,F,13
GDSC1:1008,1,0.0125,F,13
GDSC1:1008,1,0.00625,F,13
GDSC1:1008,1,0.003125,F,13
GDSC1:1008,1,0.0015625,F,13
GDSC1:1008,1,0.00078125,F,13
GDSC1:1009,1,10.0,F,13
GDSC1:1009,1,5.0,F,13
GDSC1:1009,1,2.5,F,13
GDSC1:1009,1,1.25,F,13
GDSC1:1009,1,0.625,F,13
GDSC1:1009,1,0.3125,F,13
GDSC1:1009,1,0.15625,F,13
GDSC1:1009,1,0.078125,F,13
GDSC1:1009,1,0.0390625,F,13
GDSC1:1032,1,0.5,F,5
GDSC1:1032,1,0.25,F,5
GDSC1:1032,1,0.125,F,5
GDSC1:1032,1,0.0625,F,5
GDSC1:1032,1,0.03125,F,5
GDSC1:1032,1,0.015625,F,5
GDSC1:1032,1,0.0078125,F,5
GDSC1:1032,1,0.00390625,F,5
GDSC1:1032,1,0.001953125,F,5
GDSC1:1008,1,0.2,F,5
GDSC1:1008,1,0.1,F,5
GDSC1:1008,1,0.05,F,5
GDSC1:1008,1,0.025,F,5
GDSC1:1008,1,0.0125,F,5
GDSC1:1008,1,0.00625,F,5
GDSC1:1008,1,0.003125,F,5
GDSC1:1008,1,0.0015625,F,5
GDSC1:1008,1,0.00078125,F,5
GDSC1:1009,1,10.0,F,5
GDSC1:1009,1,5.0,F,5
GDSC1:1009,1,2.5,F,5
GDSC1:1009,1,1.25,F,5
GDSC1:1009,1,0.625,F,5
GDSC1:1009,1,0.3125,F,5
GDSC1:1009,1,0.15625,F,5
GDSC1:1009,1,0.078125,F,5
GDSC1:1009,1,0.0390625,F,5
GDSC1:1,1,2.0,F,11
GDSC1:1,1,1.0,F,11
GDSC1:1,1,0.5,F,11
GDSC1:1,1,0.25,F,11
GDSC1:1,1,0.125,F,11
GDSC1:1,1,0.0625,F,11
GDSC1:1,1,0.03125,F,11
GDSC1:1,1,0.015625,F,11
GDSC1:1,1,0.0078125,F,11
GDSC1:164,1,5.12,F,11
GDSC1:164,1,2.56,F,11
GDSC1:164,1,1.28,F,11
GDSC1:164,1,0.64,F,11
GDSC1:164,1,0.32,F,11
GDSC1:164,1,0.16,F,11
GDSC1:164,1,0.08,F,11
GDSC1:164,1,0.04,F,11
GDSC1:164,1,0.02,F,11
GDSC1:1,1,2.0,F,6
GDSC1:1,1,1.0,F,6
GDSC1:1,1,0.5,F,6
GDSC1:1,1,0.25,F,6
GDSC1:1,1,0.125,F,6
GDSC1:1,1,0.0625,F,6
GDSC1:1,1,0.03125,F,6
GDSC1:1,1,0.015625,F,6
GDSC1:1,1,0.0078125,F,6
GDSC1:164,1,5.12,F,6
GDSC1:164,1,2.56,F,6
GDSC1:164,1,1.28,F,6
GDSC1:164,1,0.64,F,6
GDSC1:164,1,0.32,F,6
GDSC1:164,1,0.16,F,6
GDSC1:164,1,0.08,F,6
GDSC1:164,1,0.04,F,6
GDSC1:164,1,0.02,F,6
GDSC1:164,2,5.12,F,6
GDSC1:164,2,2.56,F,6
GDSC1:164,2,1.28,F,6
GDSC1:164,2,0.64,F,6
GDSC1:164,2,0.32,F,6
GDSC1:164,2,0.16,F,6
GDSC1:164,2,0.08,F,6
GDSC1:190,1,64.0,F,6
GDSC1:190,1,32.0,F,6
GDSC1:190,1,16.0,F,6
GDSC1:190,1,8.0,F,6
GDSC1:190,1,4.0,F,6
GDSC1:190,1,2.0,F,6
GDSC1:190,1,1.0,F,6
GDSC1:190,1,0.5,F,6
GDSC1:190,1,0.25,F,6
GDSC1:164,1,5.12,F,12
GDSC1:164,1,2.56,F,12
GDSC1:164,1,1.28,F,12
GDSC1:164,1,0.64,F,12
GDSC1:164,1,0.32,F,12
GDSC1:164,1,0.16,F,12
GDSC1:164,1,0.08,F,12
GDSC1:164,1,0.04,F,12
GDSC1:164,1,0.02,F,12
GDSC1:190,1,64.0,F,12
GDSC1:190,1,32.0,F,12
GDSC1:190,1,16.0,F,12
GDSC1:190,1,8.0,F,12
GDSC1:190,1,4.0,F,12
GDSC1:190,1,2.0,F,12
GDSC1:190,1,1.0,F,12
GDSC1:190,1,0.5,F,12
GDSC1:190,1,0.25,F,12
GDSC1:190,1,64.0,F,4
GDSC1:190,1,32.0,F,4
GDSC1:190,1,16.0,F,4
GDSC1:190,1,8.0,F,4
GDSC1:190,1,4.0,F,4
GDSC1:190,1,2.0,F,4
GDSC1:190,1,1.0,F,4
GDSC1:190,1,0.5,F,4
GDSC1:190,1,0.25,F,4
GDSC1:190,1,64.0,F,11
GDSC1:190,1,32.0,F,11
GDSC1:190,1,16.0,F,11
GDSC1:190,1,8.0,F,11
GDSC1:190,1,4.0,F,11
GDSC1:190,1,2.0,F,11
GDSC1:190,1,1.0,F,11
GDSC1:190,1,0.5,F,11
GDSC1:190,1,0.25,F,11
GDSC1:164,1,5.12,F,9
GDSC1:164,1,2.56,F,9
GDSC1:164,1,1.28,F,9
GDSC1:164,1,0.64,F,9
GDSC1:164,1,0.32,F,9
GDSC1:164,1,0.16,F,9
GDSC1:164,1,0.08,F,9
GDSC1:164,1,0.04,F,9
GDSC1:164,1,0.02,F,9
GDSC1:164,1,5.12,F,14
GDSC1:164,1,2.56,F,14
GDSC1:164,1,1.28,F,14
GDSC1:164,1,0.64,F,14
GDSC1:164,1,0.32,F,14
GDSC1:164,1,0.16,F,14
GDSC1:164,1,0.08,F,14
GDSC1:164,1,0.04,F,14
GDSC1:164,1,0.02,F,14
GDSC1:190,1,64.0,F,14
GDSC1:190,1,32.0,F,14
GDSC1:190,1,16.0,F,14
GDSC1:190,1,8.0,F,14
GDSC1:190,1,4.0,F,14
GDSC1:190,1,2.0,F,14
GDSC1:190,1,1.0,F,14
GDSC1:190,1,0.5,F,14
GDSC1:190,1,0.25,F,14
GDSC1:164,1,5.12,F,4
GDSC1:164,1,2.56,F,4
GDSC1:164,1,1.28,F,4
GDSC1:164,1,0.64,F,4
GDSC1:164,1,0.32,F,4
GDSC1:164,1,0.16,F,4
GDSC1:164,1,0.08,F,4
GDSC1:164,1,0.04,F,4
GDSC1:164,1,0.02,F,4
GDSC1:190,2,64.0,F,4
GDSC1:190,2,32.0,F,4
GDSC1:190,2,16.0,F,4
GDSC1:190,2,8.0,F,4
GDSC1:190,2,4.0,F,4
GDSC1:190,2,2.0,F,4
GDSC1:190,2,1.0,F,4
GDSC1:190,2,0.5,F,4
GDSC1:190,2,0.25,F,4
GDSC1:190,1,64.0,F,9
GDSC1:190,1,32.0,F,9
GDSC1:190,1,16.0,F,9
GDSC1:190,1,8.0,F,9
GDSC1:190,1,4.0,F,9
GDSC1:190,1,2.0,F,9
GDSC1:190,1,1.0,F,9
GDSC1:190,1,0.5,F,9
GDSC1:190,1,0.25,F,9
GDSC1:190,1,64.0,F,13
GDSC1:190,1,32.0,F,13
GDSC1:190,1,16.0,F,13
GDSC1:190,1,8.0,F,13
GDSC1:190,1,4.0,F,13
GDSC1:190,1,2.0,F,13
GDSC1:190,1,1.0,F,13
GDSC1:190,1,0.5,F,13
GDSC1:190,1,0.25,F,13
GDSC1:164,1,5.12,F,5
GDSC1:164,1,2.56,F,5
GDSC1:164,1,1.28,F,5
GDSC1:164,1,0.64,F,5
GDSC1:164,1,0.32,F,5
GDSC1:164,1,0.16,F,5
GDSC1:164,1,0.08,F,5
GDSC1:164,1,0.04,F,5
GDSC1:164,1,0.02,F,5
GDSC1:190,1,64.0,F,5
GDSC1:190,1,32.0,F,5
GDSC1:190,1,16.0,F,5
GDSC1:190,1,8.0,F,5
GDSC1:190,1,4.0,F,5
GDSC1:190,1,2.0,F,5
GDSC1:190,1,1.0,F,5
GDSC1:190,1,0.5,F,5
GDSC1:190,1,0.25,F,5
GDSC1:190,1,64.0,F,8
GDSC1:190,1,32.0,F,8
GDSC1:190,1,16.0,F,8
GDSC1:190,1,8.0,F,8
GDSC1:190,1,4.0,F,8
GDSC1:190,1,2.0,F,8
GDSC1:190,1,1.0,F,8
GDSC1:190,1,0.5,F,8
GDSC1:190,1,0.25,F,8
GDSC1:164,1,5.12,F,13
GDSC1:164,1,2.56,F,13
GDSC1:164,1,1.28,F,13
GDSC1:164,1,0.64,F,13
GDSC1:164,1,0.32,F,13
GDSC1:164,1,0.16,F,13
GDSC1:164,1,0.08,F,13
GDSC1:164,1,0.04,F,13
GDSC1:164,1,0.02,F,13
GDSC1:1032,1,0.5,F,9
GDSC1:1032,1,0.25,F,9
GDSC1:1032,1,0.125,F,9
GDSC1:1032,1,0.0625,F,9
GDSC1:1032,1,0.03125,F,9
GDSC1:1032,1,0.015625,F,9
GDSC1:1032,1,0.0078125,F,9
GDSC1:1032,1,0.00390625,F,9
GDSC1:1032,1,0.001953125,F,9
GDSC1:1008,1,0.2,F,9
GDSC1:1008,1,0.1,F,9
GDSC1:1008,1,0.05,F,9
GDSC1:1008,1,0.025,F,9
GDSC1:1008,1,0.0125,F,9
GDSC1:1008,1,0.00625,F,9
GDSC1:1008,1,0.003125,F,9
GDSC1:1008,1,0.0015625,F,9
GDSC1:1008,1,0.00078125,F,9
GDSC1:1009,1,10.0,F,9
GDSC1:1009,1,5.0,F,9
GDSC1:1009,1,2.5,F,9
GDSC1:1009,1,1.25,F,9
GDSC1:1009,1,0.625,F,9
GDSC1:1009,1,0.3125,F,9
GDSC1:1009,1,0.15625,F,9
GDSC1:1009,1,0.078125,F,9
GDSC1:1009,1,0.0390625,F,9
GDSC1:1032,1,0.5,F,4
GDSC1:1032,1,0.25,F,4
GDSC1:1032,1,0.125,F,4
GDSC1:1032,1,0.0625,F,4
GDSC1:1032,1,0.03125,F,4
GDSC1:1032,1,0.015625,F,4
GDSC1:1032,1,0.0078125,F,4
GDSC1:1032,1,0.00390625,F,4
GDSC1:1032,1,0.001953125,F,4
GDSC1:1008,1,0.2,F,4
GDSC1:1008,1,0.1,F,4
GDSC1:1008,1,0.05,F,4
GDSC1:1008,1,0.025,F,4
GDSC1:1008,1,0.0125,F,4
GDSC1:1008,1,0.00625,F,4
GDSC1:1008,1,0.003125,F,4
GDSC1:1008,1,0.0015625,F,4
GDSC1:1008,1,0.00078125,F,4
GDSC1:1009,1,10.0,F,4
GDSC1:1009,1,5.0,F,4
GDSC1:1009,1,2.5,F,4
GDSC1:1009,1,1.25,F,4
GDSC1:1009,1,0.625,F,4
GDSC1:1009,1,0.3125,F,4
GDSC1:1009,1,0.15625,F,4
GDSC1:1009,1,0.078125,F,4
GDSC1:1009,1,0.0390625,F,4
GDSC1:1032,1,0.5,F,6
GDSC1:1032,1,0.25,F,6
GDSC1:1032,1,0.125,F,6
GDSC1:1032,1,0.0625,F,6
GDSC1:1032,1,0.03125,F,6
GDSC1:1032,1,0.015625,F,6
GDSC1:1032,1,0.0078125,F,6
GDSC1:1032,1,0.00390625,F,6
GDSC1:1032,1,0.001953125,F,6
GDSC1:1008,1,0.2,F,6
GDSC1:1008,1,0.1,F,6
GDSC1:1008,1,0.05,F,6
GDSC1:1008,1,0.025,F,6
GDSC1:1008,1,0.0125,F,6
GDSC1:1008,1,0.00625,F,6
GDSC1:1008,1,0.003125,F,6
GDSC1:1008,1,0.0015625,F,6
GDSC1:1008,1,0.00078125,F,6
GDSC1:1009,1,10.0,F,6
GDSC1:1009,1,5.0,F,6
GDSC1:1009,1,2.5,F,6
GDSC1:1009,1,1.25,F,6
GDSC1:1009,1,0.625,F,6
GDSC1:1009,1,0.3125,F,6
GDSC1:1009,1,0.15625,F,6
GDSC1:1009,1,0.078125,F,6
GDSC1:1009,1,0.0390625,F,6
GDSC1:1032,1,0.5,F,8
GDSC1:1032,1,0.25,F,8
GDSC1:1032,1,0.125,F,8
GDSC1:1032,1,0.0625,F,8
GDSC1:1032,1,0.03125,F,8
GDSC1:1032,1,0.015625,F,8
GDSC1:1032,1,0.0078125,F,8
GDSC1:1032,1,0.00390625,F,8
GDSC1:1032,1,0.001953125,F,8
GDSC1:1008,1,0.2,F,8
GDSC1:1008,1,0.1,F,8
GDSC1:1008,1,0.05,F,8
GDSC1:1008,1,0.025,F,8
GDSC1:1008,1,0.0125,F,8
GDSC1:1008,1,0.00625,F,8
GDSC1:1008,1,0.003125,F,8
GDSC1:1008,1,0.0015625,F,8
GDSC1:1008,1,0.00078125,F,8
GDSC1:1009,1,10.0,F,8
GDSC1:1009,1,5.0,F,8
GDSC1:1009,1,2.5,F,8
GDSC1:1009,1,1.25,F,8
GDSC1:1009,1,0.625,F,8
GDSC1:1009,1,0.3125,F,8
GDSC1:1009,1,0.15625,F,8
GDSC1:1009,1,0.078125,F,8
GDSC1:1009,1,0.0390625,F,8
GDSC1:190,2,64.0,F,8
GDSC1:190,2,32.0,F,8
GDSC1:190,2,16.0,F,8
GDSC1:190,2,8.0,F,8
GDSC1:190,2,4.0,F,8
GDSC1:190,2,2.0,F,8
GDSC1:190,2,1.0,F,8
GDSC1:190,2,0.5,F,8
GDSC1:190,2,0.25,F,8
GDSC1:190,2,64.0,F,14
GDSC1:190,2,32.0,F,14
GDSC1:190,2,16.0,F,14
GDSC1:190,2,8.0,F,14
GDSC1:190,2,4.0,F,14
GDSC1:190,2,2.0,F,14
GDSC1:190,2,1.0,F,14
GDSC1:190,2,0.5,F,14
GDSC1:190,2,0.25,F,14
GDSC1:164,1,5.12,F,8
GDSC1:164,1,2.56,F,8
GDSC1:164,1,1.28,F,8
GDSC1:164,1,0.64,F,8
GDSC1:164,1,0.32,F,8
GDSC1:164,1,0.16,F,8
GDSC1:164,1,0.08,F,8
GDSC1:164,1,0.04,F,8
GDSC1:164,1,0.02,F,8
GDSC1:190,2,64.0,F,13
GDSC1:190,2,32.0,F,13
GDSC1:190,2,16.0,F,13
GDSC1:190,2,8.0,F,13
GDSC1:190,2,4.0,F,13
GDSC1:190,2,2.0,F,13
GDSC1:190,2,1.0,F,13
GDSC1:190,2,64.0,F,12
GDSC1:190,2,32.0,F,12
GDSC1:190,2,16.0,F,12
GDSC1:190,2,8.0,F,12
GDSC1:190,2,4.0,F,12
GDSC1:190,2,2.0,F,12
GDSC1:190,2,1.0,F,12
GDSC1:190,2,0.5,F,12
GDSC1:190,2,0.25,F,12
GDSC1:190,2,64.0,F,5
GDSC1:190,2,32.0,F,5
GDSC1:190,2,16.0,F,5
GDSC1:190,2,8.0,F,5
GDSC1:190,2,4.0,F,5
GDSC1:190,2,2.0,F,5
GDSC1:190,2,1.0,F,5
GDSC1:190,2,0.5,F,5
GDSC1:190,2,0.25,F,5
GDSC1:190,1,64.0,F,1
GDSC1:190,1,32.0,F,1
GDSC1:190,1,16.0,F,1
GDSC1:190,1,8.0,F,1
GDSC1:190,1,4.0,F,1
GDSC1:190,1,2.0,F,1
GDSC1:190,1,1.0,F,1
GDSC1:190,1,0.5,F,1
GDSC1:190,1,0.25,F,1
GDSC1:164,1,5.12,F,1
GDSC1:164,1,2.56,F,1
GDSC1:164,1,1.28,F,1
GDSC1:164,1,0.64,F,1
GDSC1:164,1,0.32,F,1
GDSC1:164,1,0.16,F,1
GDSC1:164,1,0.08,F,1
GDSC1:164,1,0.04,F,1
GDSC1:164,1,0.02,F,1
GDSC1:1032,1,0.5,F,11
GDSC1:1032,1,0.25,F,11
GDSC1:1032,1,0.125,F,11
GDSC1:1032,1,0.0625,F,11
GDSC1:1032,1,0.03125,F,11
GDSC1:1032,1,0.015625,F,11
GDSC1:1032,1,0.0078125,F,11
GDSC1:1032,1,0.00390625,F,11
GDSC1:1032,1,0.001953125,F,11
GDSC1:1008,1,0.2,F,11
GDSC1:1008,1,0.1,F,11
GDSC1:1008,1,0.05,F,11
GDSC1:1008,1,0.025,F,11
GDSC1:1008,1,0.0125,F,11
GDSC1:1008,1,0.00625,F,11
GDSC1:1008,1,0.003125,F,11
GDSC1:1008,1,0.0015625,F,11
GDSC1:1008,1,0.00078125,F,11
GDSC1:1009,1,10.0,F,11
GDSC1:1009,1,5.0,F,11
GDSC1:1009,1,2.5,F,11
GDSC1:1009,1,1.25,F,11
GDSC1:1009,1,0.625,F,11
GDSC1:1009,1,0.3125,F,11
GDSC1:1009,1,0.15625,F,11
GDSC1:1009,1,0.078125,F,11
GDSC1:1009,1,0.0390625,F,11
GDSC1:1032,2,0.5,F,9
GDSC1:1032,2,0.25,F,9
GDSC1:1032,2,0.125,F,9
GDSC1:1032,2,0.015625,F,9
GDSC1:1032,2,0.0078125,F,9
GDSC1:1032,2,0.00390625,F,9
GDSC1:1032,2,0.001953125,F,9
GDSC1:1008,2,0.2,F,9
GDSC1:1008,2,0.1,F,9
GDSC1:1008,2,0.05,F,9
GDSC1:1008,2,0.025,F,9
GDSC1:1008,2,0.00625,F,9
GDSC1:1008,2,0.003125,F,9
GDSC1:1009,2,10.0,F,9
GDSC1:1009,2,5.0,F,9
GDSC1:1009,2,2.5,F,9
GDSC1:1009,2,1.25,F,9
GDSC1:1009,2,0.625,F,9
GDSC1:1009,2,0.3125,F,9
GDSC1:1009,2,0.15625,F,9
GDSC1:1009,2,0.078125,F,9
GDSC1:1032,2,0.5,F,8
GDSC1:1032,2,0.25,F,8
GDSC1:1032,2,0.125,F,8
GDSC1:1032,2,0.0625,F,8
GDSC1:1032,2,0.015625,F,8
GDSC1:1032,2,0.0078125,F,8
GDSC1:1032,2,0.00390625,F,8
GDSC1:1032,2,0.001953125,F,8
GDSC1:1008,2,0.2,F,8
GDSC1:1008,2,0.1,F,8
GDSC1:1008,2,0.05,F,8
GDSC1:1008,2,0.025,F,8
GDSC1:1008,2,0.0125,F,8
GDSC1:1008,2,0.00625,F,8
GDSC1:1008,2,0.003125,F,8
GDSC1:1008,2,0.0015625,F,8
GDSC1:1008,2,0.00078125,F,8
GDSC1:1009,2,10.0,F,8
GDSC1:1009,2,5.0,F,8
GDSC1:1009,2,2.5,F,8
GDSC1:1009,2,1.25,F,8
GDSC1:1009,2,0.625,F,8
GDSC1:1009,2,0.3125,F,8
GDSC1:1009,2,0.15625,F,8
GDSC1:1009,2,0.078125,F,8
GDSC1:1009,2,0.0390625,F,8
GDSC1:164,1,5.12,F,10
GDSC1:164,1,2.56,F,10
GDSC1:164,1,1.28,F,10
GDSC1:164,1,0.64,F,10
GDSC1:164,1,0.32,F,10
GDSC1:164,1,0.16,F,10
GDSC1:164,1,0.08,F,10
GDSC1:164,1,0.04,F,10
GDSC1:164,1,0.02,F,10
GDSC1:190,1,64.0,F,10
GDSC1:190,1,32.0,F,10
GDSC1:190,1,16.0,F,10
GDSC1:190,1,8.0,F,10
GDSC1:190,1,4.0,F,10
GDSC1:190,1,2.0,F,10
GDSC1:190,1,1.0,F,10
GDSC1:190,1,0.5,F,10
GDSC1:190,1,0.25,F,10
GDSC1:1032,1,0.5,F,2
GDSC1:1032,1,0.25,F,2
GDSC1:1032,1,0.125,F,2
GDSC1:1032,1,0.0625,F,2
GDSC1:1032,1,0.03125,F,2
GDSC1:1032,1,0.015625,F,2
GDSC1:1032,1,0.0078125,F,2
GDSC1:1032,1,0.00390625,F,2
GDSC1:1032,1,0.001953125,F,2
GDSC1:1008,1,0.2,F,2
GDSC1:1008,1,0.1,F,2
GDSC1:1008,1,0.05,F,2
GDSC1:1008,1,0.025,F,2
GDSC1:1008,1,0.0125,F,2
GDSC1:1008,1,0.00625,F,2
GDSC1:1008,1,0.003125,F,2
GDSC1:1008,1,0.0015625,F,2
GDSC1:1008,1,0.00078125,F,2
GDSC1:1009,1,10.0,F,2
GDSC1:1009,1,5.0,F,2
GDSC1:1009,1,2.5,F,2
GDSC1:1009,1,1.25,F,2
GDSC1:1009,1,0.625,F,2
GDSC1:1009,1,0.3125,F,2
GDSC1:1009,1,0.15625,F,2
GDSC1:1009,1,0.078125,F,2
GDSC1:1009,1,0.0390625,F,2
GDSC1:1378,1,50.0,F,8
GDSC1:1378,1,12.5,F,8
GDSC1:1378,1,3.125,F,8
GDSC1:1378,1,0.78125,F,8
GDSC1:1378,1,0.1953125,F,8
GDSC1:1378,2,50.0,F,8
GDSC1:1378,2,12.5,F,8
GDSC1:1378,2,3.125,F,8
GDSC1:1378,2,0.1953125,F,8
GDSC1:1378,3,50.0,F,8
GDSC1:1378,3,12.5,F,8
GDSC1:1378,1,50.0,F,9
GDSC1:1378,1,12.5,F,9
GDSC1:1378,1,3.125,F,9
GDSC1:1378,1,0.78125,F,9
GDSC1:1378,1,0.1953125,F,9
GDSC1:1378,2,50.0,F,9
GDSC1:1378,2,12.5,F,9
GDSC1:1378,2,3.125,F,9
GDSC1:1378,2,0.78125,F,9
GDSC1:1378,2,0.1953125,F,9
GDSC1:1378,3,50.0,F,9
GDSC1:1378,3,12.5,F,9
GDSC1:1378,3,3.125,F,9
GDSC1:1378,3,0.78125,F,9
GDSC1:1378,3,0.1953125,F,9
GDSC1:1377,1,10.0,F,8
GDSC1:1377,1,2.5,F,8
GDSC1:1377,1,0.625,F,8
GDSC1:1377,1,0.15625,F,8
GDSC1:1377,1,0.0390625,F,8
GDSC1:1377,1,10.0,F,12
GDSC1:1377,1,2.5,F,12
GDSC1:1377,1,0.625,F,12
GDSC1:1377,1,0.15625,F,12
GDSC1:1377,1,0.0390625,F,12
GDSC1:1377,1,10.0,F,9
GDSC1:1377,1,2.5,F,9
GDSC1:1377,1,0.625,F,9
GDSC1:1377,1,0.15625,F,9
GDSC1:1377,1,0.0390625,F,9
GDSC1:1378,1,50.0,F,12
GDSC1:1378,1,12.5,F,12
GDSC1:1378,1,3.125,F,12
GDSC1:1378,1,0.78125,F,12
GDSC1:1378,1,0.1953125,F,12
GDSC1:1378,4,50.0,F,8
GDSC1:1378,4,12.5,F,8
GDSC1:1378,3,3.125,F,8
GDSC1:1378,2,0.78125,F,8
GDSC1:1378,3,0.1953125,F,8
GDSC1:1378,4,50.0,F,9
GDSC1:1378,4,12.5,F,9
GDSC1:1378,4,3.125,F,9
GDSC1:1378,4,0.78125,F,9
GDSC1:1378,4,0.1953125,F,9
GDSC1:1378,5,50.0,F,9
GDSC1:1378,5,12.5,F,9
GDSC1:1378,5,3.125,F,9
GDSC1:1378,5,0.78125,F,9
GDSC1:1378,5,0.1953125,F,9
GDSC1:1378,5,50.0,F,8
GDSC1:1378,5,12.5,F,8
GDSC1:1378,6,50.0,F,8
GDSC1:1378,6,12.5,F,8
GDSC1:1378,4,3.125,F,8
GDSC1:1378,3,0.78125,F,8
GDSC1:1378,4,0.1953125,F,8
GDSC1:1378,6,50.0,F,9
GDSC1:1378,6,12.5,F,9
GDSC1:1378,6,3.125,F,9
GDSC1:1378,6,0.78125,F,9
GDSC1:1378,6,0.1953125,F,9
GDSC1:1378,1,50.0,F,5
GDSC1:1378,1,12.5,F,5
GDSC1:1378,1,3.125,F,5
GDSC1:1378,1,0.78125,F,5
GDSC1:1378,1,0.1953125,F,5
GDSC1:1377,1,10.0,F,5
GDSC1:1377,1,2.5,F,5
GDSC1:1377,1,0.625,F,5
GDSC1:1377,1,0.15625,F,5
GDSC1:1377,1,0.0390625,F,5
GDSC1:1378,1,50.0,F,4
GDSC1:1378,1,12.5,F,4
