cell_line_name,compound_name,ec50,slope,upper_asymptote,lower_asymptote
ACH-000425,GDSC2:1032,50.46842448462037,1.7563449880000457,0.9515693413463199,-8.996098717442058
ACH-000706,GDSC2:1032,0.007714523872902226,1.0330932146042713,0.911469685433944,0.7162027583549571
ACH-000585,GDSC2:1032,6.839411877853233,1.2271957969621794,0.8464731656159074,-0.16033231959373584
ACH-000788,GDSC2:1032,5.5105587710569015,4.25093754966705,0.9670827563376698,0.1940096300918214
ACH-000052,GDSC2:1032,5.332385827380354,5.83435458402518,0.97227544638799,0.2887577797804963
ACH-000304,GDSC2:1032,33.648634133158076,1.6820811960679176,0.9607225472124596,-2.228125530634644
ACH-000441,GDSC2:1032,6.0286394528100535,4.332056380114274,0.9857197074818792,0.3096410718924346
ACH-000552,GDSC2:1032,11.174235086012326,1.087819727719605,0.9409725459103048,-0.029379728189032887
ACH-000210,GDSC2:1032,24.17394237229408,2.2923740140870517,0.9225749108832632,-5.358763709936838
ACH-000805,GDSC2:1032,24.12325409272653,2.5946435974098008,0.9610719654690496,-3.0517920426928318
ACH-000580,GDSC2:1032,38.14166248747726,2.4387637694092605,0.9445088868646452,-3.6276504134359984
