cell_line_name,compound_name,ec50,lower_asymptote,upper_asymptote,slope
ACH-000899,BRD:BRD-A12230535-001-10-9,1.2299579199505892,0.2744563600040782,0.9204332743168794,-13.13656945010992
ACH-000899,BRD:BRD-A12230535-001-10-9,1.2299579199505892,0.2744563600040782,0.9204332743168794,-13.13656945010992
ACH-000899,BRD:BRD-A12230535-001-10-9,1.2299579199505892,0.2744563600040782,0.9204332743168794,-13.13656945010992
ACH-000805,BRD:BRD-A12230535-001-10-9,1.280431478909554,0.1057061208832384,1.001,-8.603126017215343
ACH-000805,BRD:BRD-A12230535-001-10-9,1.280431478909554,0.1057061208832384,1.001,-8.603126017215343
ACH-000805,BRD:BRD-A12230535-001-10-9,1.280431478909554,0.1057061208832384,1.001,-8.603126017215343
ACH-000458,BRD:BRD-A12230535-001-10-9,0.6422242594709026,0.8670981716432359,1.001,-24.89147439275095
ACH-000458,BRD:BRD-A12230535-001-10-9,0.6422242594709026,0.8670981716432359,1.001,-24.89147439275095
ACH-000458,BRD:BRD-A12230535-001-10-9,0.6422242594709026,0.8670981716432359,1.001,-24.89147439275095
ACH-000279,BRD:BRD-A12230535-001-10-9,1.4605280594303338,0.6326784693596683,0.9723619243896492,-9.71019730137358
ACH-000279,BRD:BRD-A12230535-001-10-9,1.4605280594303338,0.6326784693596683,0.9723619243896492,-9.71019730137358
ACH-000279,BRD:BRD-A12230535-001-10-9,1.4605280594303338,0.6326784693596683,0.9723619243896492,-9.71019730137358
ACH-000279,BRD:BRD-A12230535-001-10-9,1.4605280594303338,0.6326784693596683,0.9723619243896492,-9.71019730137358
ACH-000279,BRD:BRD-A12230535-001-10-9,1.4605280594303338,0.6326784693596683,0.9723619243896492,-9.71019730137358
ACH-000279,BRD:BRD-A12230535-001-10-9,1.4605280594303338,0.6326784693596683,0.9723619243896492,-9.71019730137358
ACH-000425,BRD:BRD-A12230535-001-10-9,1.7707211701564316,0.1349124227602984,0.9245185115797924,-2.8065974442775894
ACH-000425,BRD:BRD-A12230535-001-10-9,1.7707211701564316,0.1349124227602984,0.9245185115797924,-2.8065974442775894
ACH-000425,BRD:BRD-A12230535-001-10-9,1.7707211701564316,0.1349124227602984,0.9245185115797924,-2.8065974442775894
ACH-001205,BRD:BRD-A12230535-001-10-9,1.6144054400566663,0.0,0.992799358290276,-1.1256818023286044
ACH-001205,BRD:BRD-A12230535-001-10-9,1.6144054400566663,0.0,0.992799358290276,-1.1256818023286044
ACH-001205,BRD:BRD-A12230535-001-10-9,1.6144054400566663,0.0,0.992799358290276,-1.1256818023286044
ACH-001001,BRD:BRD-A12230535-001-10-9,0.1361575792435866,0.8957751189268034,1.001,-12.895778714537666
ACH-001001,BRD:BRD-A12230535-001-10-9,0.1361575792435866,0.8957751189268034,1.001,-12.895778714537666
ACH-001001,BRD:BRD-A12230535-001-10-9,0.1361575792435866,0.8957751189268034,1.001,-12.895778714537666
ACH-000210,BRD:BRD-A12230535-001-10-9,3.698245759311261,0.1796936015140876,0.9367601892506242,-11.27904614345638
ACH-000210,BRD:BRD-A12230535-001-10-9,3.698245759311261,0.1796936015140876,0.9367601892506242,-11.27904614345638
ACH-000210,BRD:BRD-A12230535-001-10-9,3.698245759311261,0.1796936015140876,0.9367601892506242,-11.27904614345638
ACH-000788,BRD:BRD-A12230535-001-10-9,9.913355603205126,0.2790934580414809,1.0009998631487491,-1.2846309607246804
ACH-000788,BRD:BRD-A12230535-001-10-9,9.913355603205126,0.2790934580414809,1.0009998631487491,-1.2846309607246804
ACH-000788,BRD:BRD-A12230535-001-10-9,9.913355603205126,0.2790934580414809,1.0009998631487491,-1.2846309607246804
ACH-000788,BRD:BRD-A12230535-001-10-9,9.913355603205126,0.2790934580414809,1.0009998631487491,-1.2846309607246804
ACH-000788,BRD:BRD-A12230535-001-10-9,9.913355603205126,0.2790934580414809,1.0009998631487491,-1.2846309607246804
ACH-000788,BRD:BRD-A12230535-001-10-9,9.913355603205126,0.2790934580414809,1.0009998631487491,-1.2846309607246804
ACH-000580,BRD:BRD-A12230535-001-10-9,1.641827418511997,0.3108324163733502,1.001,-1.3191264186866951
ACH-000580,BRD:BRD-A12230535-001-10-9,1.641827418511997,0.3108324163733502,1.001,-1.3191264186866951
ACH-000580,BRD:BRD-A12230535-001-10-9,1.641827418511997,0.3108324163733502,1.001,-1.3191264186866951
ACH-000552,BRD:BRD-A12230535-001-10-9,0.2167567599158865,0.6718018507585586,1.0009999991686152,-17.495774469800438
ACH-000552,BRD:BRD-A12230535-001-10-9,0.2167567599158865,0.6718018507585586,1.0009999991686152,-17.495774469800438
