entrez_id,symbol,CRISPR_depCL_frac,CRISPR_strong_depCL_count,RNAi_depCL_frac,RNAi_strong_depCL_count,CRISPR_min_gene_effect,CRISPR_min_gene_effect_zscore,RNAi_min_gene_effect,RNAi_min_gene_effect_zscore,CRISPR_Mean,CRISPR_Variance,CRISPR_Skewness,RNAi_Mean,RNAi_Variance,RNAi_Skewness,CRISPR_PanDependency,RNAi_PanDependency,CRISPR_LRT,RNAi_LRT,CRISPR_Predictive_Accuracy,RNAi_Predictive_Accuracy
1,A1BG ,0.0008583690987124,0.0,0.0036563071297989,0.0,-0.6202607531688047,-6.003193273617041,-0.6913099330320001,-3.5383019052290168,-0.0442689151115143,0.0092059371866568,-0.481655999986326,-0.0382436909641739,0.0340662788877336,0.1899229356431656,False,False,101.743229042911,26.5610674793783,0.1898473863883804,0.2052692742329198
29974,A1CF ,0.0017167381974248,0.0,0.0154929577464788,2.0,-0.8229060962753401,-6.529488519170069,-1.259464203,-5.480170025650601,-0.0321887453773412,0.0146650724298317,-0.3241258030199815,-0.0816665787832854,0.0461905657942437,-1.1789820987878117,False,False,119.575593308151,160.419059298208,0.1756617453337388,0.1629093744561233
2,A2M ,0.0,0.0,0.0054844606946983,0.0,-0.3969804174089865,-4.525827125811549,-0.7690660758329999,-4.008103465392387,0.0111016141325497,0.0081301586981944,0.0937793451533754,-0.0890516614548356,0.0287844800806674,-0.1362980824954017,False,False,76.5205953644927,19.3625580647019,0.1460316242249621,0.1497269012992389
144568,A2ML1 ,0.0,0.0,0.0036563071297989,1.0,-0.2721236810160382,-3.344182533059071,-0.8020740422139999,-4.097604447906639,0.0901156135404206,0.0117330567276772,0.2907888541618333,0.1781141210418111,0.0572214478332403,-0.0346268799033824,False,False,44.5965076387074,14.1055790263867,0.1664143211461289,0.3788249097533822
127550,A3GALT2 ,0.0042918454935622,0.0,,,-0.7366445758472704,-5.612293440802265,,,-0.0782021257980207,0.0137643245428037,-0.6389097381153426,,,,False,,89.506917329905,,0.1414060912582959,
53947,A4GALT ,0.0017167381974248,0.0,0.0,0.0,-0.5056119935117871,-4.378314774098963,-0.6909686922920001,-4.337343122542439,-0.0632628691418415,0.0102074293083107,0.0276976226011782,0.0457488599492249,0.0288505750453845,-0.2645866287855479,False,False,65.5900762141152,24.5826774262417,0.1806019341175011,0.4328961092982004
51146,A4GNT ,0.0,0.0,0.0,0.0,-0.4691274823645985,-4.747818828215963,-0.433404026657,-3.425099252223605,0.0402932703182534,0.0115123766412913,-0.0684771988654539,-0.0060329624604776,0.01556911428547,-0.2370233036889124,False,False,98.467252801451,10.7278157321286,0.1556508770455931,0.1622279043022437
8086,AAAS ,0.2068669527896995,12.0,0.0266666666666666,1.0,-1.0867790862001732,-4.168024751634909,-1.09796002395,-4.883707701273805,-0.3130005189391333,0.0344645659686599,-0.4824304625599795,-0.1718668753167033,0.0359591996498789,-0.6112038487384356,False,False,64.5696815384216,39.3421031369726,0.1734497369729277,0.2082353703958468
65985,AACS ,0.0025751072961373,1.0,0.0036563071297989,0.0,-0.8273308982907301,-6.672816965252436,-0.684698379104,-3.68840037071728,0.0045741245993045,0.0155427931859838,0.3211645186444541,0.0173437953085549,0.0362284948628439,-0.5095303470061842,False,False,260.541451819682,21.6447674856834,0.3345593224443043,0.2795050370668562
13,AADAC ,0.0,0.0,0.0127970749542961,1.0,-0.3745331283020571,-4.184702482308616,-0.899253717789,-3.3749670802791885,0.08368538528647,0.0119899146377354,0.3428209624189476,-0.0381720653863605,0.0650952934309044,0.0444008498731458,False,False,112.260730446923,2.94393489618589,0.1007905017257718,0.2537425655739966
