context_name,out_group,feature_id,t_pval,mean_in,mean_out,effect_size,t_qval,t_qval_log,OR,n_dep_in,n_dep_out,frac_dep_in,frac_dep_out,log_OR
skin,Type,C1orf74 (148304),0.1201737770621026,-0.1117347139128306,-0.0786128245565785,-0.0331218893562521,0.3642877104965632,0.4385554797423144,3.5,3,12,0.0405405405405405,0.0119284294234592,0.5440680443502757
skin,Type,HNF1B (6928),2.3239496531044946e-17,-0.2077865412141419,-0.3946179158923757,0.1868313746782338,6.443537738174396e-14,13.190875623585082,0.1724285104566794,3,198,0.0405405405405405,0.1968190854870775,-0.7633909234863577
skin,Type,MAP4K4 (9448),0.0007115813807927,0.0609793627578717,-0.0412393991498616,0.1022187619077333,0.0149468028420043,1.825451694066465,0.0,0,15,0.0,0.014910536779324,0.0
skin,Type,MED1 (5469),0.0098834487877771,-0.774743074252612,-0.6108665429916006,-0.1638765312610114,0.0840121894649305,1.0756576968750966,1.8311688311688312,53,583,0.7162162162162162,0.5795228628230616,0.262728387482898
skin,Type,NRAS (4893),0.0067067070655006,-0.3823489605844616,-0.1981152982259178,-0.1842336623585438,0.0648778966071466,1.1879032387401398,2.9867873746023976,13,67,0.1756756756756756,0.0666003976143141,0.4752043068613542
skin,Type,SOX10 (6663),2.9149421568218603e-19,-1.177253654405778,-0.1274952649280911,-1.0497583894776867,2.4246488860444237e-15,14.615351142791088,110.475,54,24,0.7297297297297297,0.0238568588469184,2.043264010234331
skin,Type,SWI5 (375757),0.0737878844624775,-0.1565417961943895,-0.1848358171592087,0.0282940209648192,0.2781741604119024,0.5556832140697612,0.3587560162902629,1,37,0.0135135135135135,0.036779324055666,-0.4452008071366855
skin,Type,BRD:BRD-A02532772-003-01-7,0.4763171548244006,0.0535602465291693,0.0195547324707356,0.0340055140584337,0.8094916857434118,0.0917876075088788,,0,0,0.0,0.0,
skin,Type,BRD:BRD-A10188456-001-04-9,0.6686168935779999,0.0003027066283392,0.0232253678779322,-0.0229226612495929,0.904724732442132,0.0434835372213535,,0,0,0.0,0.0,
skin,Type,BRD:BRD-A49035384-003-28-9,0.2631990869342986,0.1176799220611504,0.2352861164872146,-0.1176061944260641,0.658725322625834,0.1812956411504361,0.0,0,1,0.0,0.0013368983957219,0.0
skin,Type,BRD:BRD-A49035384-003-30-5,0.5990509193333273,0.1139870857003285,0.0890537820289452,0.0249333036713833,0.870483946261211,0.0602392338682582,,0,0,0.0,0.0,
